categoria_produto,localidade_estado,quantidade_vendas
market_place,TO,99
moveis_colchao_e_estofado,DF,2
moveis_colchao_e_estofado,GO,51
moveis_colchao_e_estofado,MG,596
moveis_colchao_e_estofado,RJ,1592
moveis_colchao_e_estofado,RN,9
moveis_colchao_e_estofado,SC,300
moveis_colchao_e_estofado,SP,2868
moveis_cozinha_area_de_servico_jantar_e_jardim,AL,176
moveis_cozinha_area_de_servico_jantar_e_jardim,BA,183
moveis_cozinha_area_de_servico_jantar_e_jardim,CE,100
moveis_cozinha_area_de_servico_jantar_e_jardim,DF,102
moveis_cozinha_area_de_servico_jantar_e_jardim,ES,113
moveis_cozinha_area_de_servico_jantar_e_jardim,GO,750
moveis_cozinha_area_de_servico_jantar_e_jardim,MG,6248
moveis_cozinha_area_de_servico_jantar_e_jardim,MT,451
moveis_cozinha_area_de_servico_jantar_e_jardim,PA,128
moveis_cozinha_area_de_servico_jantar_e_jardim,PB,111
moveis_cozinha_area_de_servico_jantar_e_jardim,PE,245
moveis_cozinha_area_de_servico_jantar_e_jardim,PR,1754
moveis_cozinha_area_de_servico_jantar_e_jardim,RJ,12276
moveis_cozinha_area_de_servico_jantar_e_jardim,RN,30
moveis_cozinha_area_de_servico_jantar_e_jardim,RS,1438
moveis_cozinha_area_de_servico_jantar_e_jardim,SC,1346
moveis_cozinha_area_de_servico_jantar_e_jardim,SP,22920
moveis_cozinha_area_de_servico_jantar_e_jardim,TO,34
moveis_decoracao,AC,1174
moveis_decoracao,AL,2603
moveis_decoracao,AM,60
moveis_decoracao,AP,311
moveis_decoracao,BA,27878
moveis_decoracao,CE,4758
moveis_decoracao,DF,7961
moveis_decoracao,ES,23817
moveis_decoracao,GO,8123
moveis_decoracao,MA,3560
moveis_decoracao,MG,242919
moveis_decoracao,MS,6615
moveis_decoracao,MT,9791
moveis_decoracao,PA,7444
moveis_decoracao,PB,3252
moveis_decoracao,PE,8684
moveis_decoracao,PI,906
moveis_decoracao,PR,69639
moveis_decoracao,RJ,272113
moveis_decoracao,RN,1182
moveis_decoracao,RO,1084
moveis_decoracao,RR,348
moveis_decoracao,RS,82209
moveis_decoracao,SC,52576
moveis_decoracao,SE,2180
moveis_decoracao,SP,503847
moveis_decoracao,TO,1111
moveis_escritorio,AC,11
moveis_escritorio,AL,311
moveis_escritorio,AM,22
moveis_escritorio,BA,8220
moveis_escritorio,CE,1415
moveis_escritorio,DF,760
moveis_escritorio,ES,3057
moveis_escritorio,GO,1870
moveis_escritorio,MA,1927
moveis_escritorio,MG,36787
moveis_escritorio,MS,325
moveis_escritorio,MT,3020
moveis_escritorio,PA,2239
moveis_escritorio,PB,355
moveis_escritorio,PE,1609
moveis_escritorio,PI,260
moveis_escritorio,PR,10553
moveis_escritorio,RJ,84983
moveis_escritorio,RN,309
moveis_escritorio,RO,341
moveis_escritorio,RR,55
moveis_escritorio,RS,10507
moveis_escritorio,SC,7741
moveis_escritorio,SE,277
moveis_escritorio,SP,89155
moveis_escritorio,TO,605
moveis_quarto,BA,576
moveis_quarto,DF,69
moveis_quarto,ES,90
moveis_quarto,GO,13
moveis_quarto,MG,973
moveis_quarto,MS,52
moveis_quarto,MT,950
moveis_quarto,PE,37
moveis_quarto,PR,1635
moveis_quarto,RJ,4990
moveis_quarto,RN,212
moveis_quarto,RS,318
moveis_quarto,SC,700
moveis_quarto,SE,300
moveis_quarto,SP,6985
moveis_sala,AC,22
moveis_sala,AL,126
moveis_sala,BA,2237
moveis_sala,CE,38
moveis_sala,DF,240
moveis_sala,ES,1600
moveis_sala,GO,965
moveis_sala,MA,599
moveis_sala,MG,10741
moveis_sala,MS,303
moveis_sala,MT,432
moveis_sala,PA,17
moveis_sala,PB,97
moveis_sala,PE,288
moveis_sala,PI,80
moveis_sala,PR,2470
moveis_sala,RJ,25262
moveis_sala,RO,90
moveis_sala,RS,3608
moveis_sala,SC,2077
moveis_sala,SE,113
moveis_sala,SP,33236
moveis_sala,TO,152
musica,AM,79
musica,CE,68
musica,DF,37
musica,GO,142
musica,MG,1449
musica,PR,987
musica,RJ,1670
musica,RS,3
musica,SP,1189
papelaria,AC,195
papelaria,AL,363
papelaria,AM,175
papelaria,AP,140
papelaria,BA,8648
papelaria,CE,1964
papelaria,DF,2529
papelaria,ES,6207
papelaria,GO,2925
papelaria,MA,1377
papelaria,MG,66885
papelaria,MS,1247
papelaria,MT,5014
papelaria,PA,2006
papelaria,PB,1286
papelaria,PE,4275
papelaria,PI,453
papelaria,PR,15693
papelaria,RJ,76994
papelaria,RN,872
papelaria,RO,381
papelaria,RR,115
papelaria,RS,22822
papelaria,SC,15173
papelaria,SE,191
papelaria,SP,146454
papelaria,TO,105
pc_gamer,MG,288
pc_gamer,PE,28
pc_gamer,RJ,199
pc_gamer,RS,46
pc_gamer,SP,1100
pcs,AC,29
pcs,AL,938
pcs,AM,25
pcs,AP,73
pcs,BA,2576
pcs,CE,244
pcs,DF,271
pcs,ES,506
pcs,GO,307
pcs,MA,418
pcs,MG,4794
pcs,MS,29
pcs,MT,192
pcs,PA,181
pcs,PB,312
pcs,PE,622
pcs,PI,252
pcs,PR,529
pcs,RJ,5907
pcs,RO,205
pcs,RS,905
pcs,SC,715
pcs,SE,72
pcs,SP,9331
pcs,TO,99
perfumaria,AC,340
perfumaria,AL,715
perfumaria,AM,101
perfumaria,BA,7081
perfumaria,CE,2732
perfumaria,DF,3803
perfumaria,ES,9429
perfumaria,GO,6137
perfumaria,MA,2613
perfumaria,MG,99906
perfumaria,MS,2934
perfumaria,MT,3556
perfumaria,PA,3900
perfumaria,PB,931
perfumaria,PE,3358
perfumaria,PI,471
perfumaria,PR,21128
perfumaria,RJ,112252
perfumaria,RN,663
perfumaria,RO,427
perfumaria,RR,55
perfumaria,RS,21961
perfumaria,SC,17207
perfumaria,SE,585
perfumaria,SP,191054
perfumaria,TO,991
pet_shop,AL,71
pet_shop,AM,132
pet_shop,AP,190
pet_shop,BA,7270
pet_shop,CE,608
pet_shop,DF,2162
pet_shop,ES,4085
pet_shop,GO,2311
pet_shop,MA,502
pet_shop,MG,68809
pet_shop,MS,2102
pet_shop,MT,1921
pet_shop,PA,1248
pet_shop,PB,472
pet_shop,PE,1914
pet_shop,PI,437
pet_shop,PR,12937
pet_shop,RJ,50966
pet_shop,RN,820
pet_shop,RO,982
pet_shop,RS,15831
pet_shop,SC,14975
pet_shop,SE,324
pet_shop,SP,133484
pet_shop,TO,329
portateis_casa_forno_e_cafe,BA,461
portateis_casa_forno_e_cafe,DF,94
portateis_casa_forno_e_cafe,MG,3940
portateis_casa_forno_e_cafe,MS,127
portateis_casa_forno_e_cafe,MT,20
portateis_casa_forno_e_cafe,PE,63
portateis_casa_forno_e_cafe,PR,949
portateis_casa_forno_e_cafe,RJ,2557
portateis_casa_forno_e_cafe,RO,5
portateis_casa_forno_e_cafe,RS,810
portateis_casa_forno_e_cafe,SC,485
portateis_casa_forno_e_cafe,SP,4596
portateis_casa_forno_e_cafe,TO,43
portateis_cozinha_e_preparadores_de_alimentos,BA,8
portateis_cozinha_e_preparadores_de_alimentos,GO,23
portateis_cozinha_e_preparadores_de_alimentos,MG,450
portateis_cozinha_e_preparadores_de_alimentos,PA,6
portateis_cozinha_e_preparadores_de_alimentos,RJ,199
portateis_cozinha_e_preparadores_de_alimentos,RS,126
portateis_cozinha_e_preparadores_de_alimentos,SP,962
relogios_presentes,AC,499
relogios_presentes,AL,2974
relogios_presentes,AM,401
relogios_presentes,AP,507
relogios_presentes,BA,23518
relogios_presentes,CE,5691
relogios_presentes,DF,6433
relogios_presentes,ES,24100
relogios_presentes,GO,9125
relogios_presentes,MA,4844
relogios_presentes,MG,155707
relogios_presentes,MS,2849
relogios_presentes,MT,9566
relogios_presentes,PA,6241
relogios_presentes,PB,1930
relogios_presentes,PE,9776
relogios_presentes,PI,2316
relogios_presentes,PR,38713
relogios_presentes,RJ,190392
relogios_presentes,RN,1838
relogios_presentes,RO,1413
relogios_presentes,RR,80
relogios_presentes,RS,38244
relogios_presentes,SC,30755
relogios_presentes,SE,1445
relogios_presentes,SP,294605
relogios_presentes,TO,2457
seguros_e_servicos,DF,8
seguros_e_servicos,RO,140
sinalizacao_e_seguranca,AC,1
sinalizacao_e_seguranca,BA,183
sinalizacao_e_seguranca,DF,208
sinalizacao_e_seguranca,ES,1162
sinalizacao_e_seguranca,GO,575
sinalizacao_e_seguranca,MG,4422
sinalizacao_e_seguranca,MS,65
sinalizacao_e_seguranca,MT,1128
sinalizacao_e_seguranca,PA,147
sinalizacao_e_seguranca,PB,420
sinalizacao_e_seguranca,PE,34
sinalizacao_e_seguranca,PR,422
sinalizacao_e_seguranca,RJ,6496
sinalizacao_e_seguranca,RN,25
sinalizacao_e_seguranca,RS,2198
sinalizacao_e_seguranca,SC,1411
sinalizacao_e_seguranca,SE,88
sinalizacao_e_seguranca,SP,13724
tablets_impressao_imagem,AM,88
tablets_impressao_imagem,BA,1035
tablets_impressao_imagem,CE,12
tablets_impressao_imagem,ES,958
tablets_impressao_imagem,GO,27
tablets_impressao_imagem,MA,54
tablets_impressao_imagem,MG,2503
tablets_impressao_imagem,MS,50
tablets_impressao_imagem,MT,124
tablets_impressao_imagem,PA,453
tablets_impressao_imagem,PE,52
tablets_impressao_imagem,PI,242
tablets_impressao_imagem,PR,265
tablets_impressao_imagem,RJ,2399
tablets_impressao_imagem,RS,153
tablets_impressao_imagem,SP,3188
telefonia,AC,548
telefonia,AL,2718
telefonia,AM,453
telefonia,AP,346
telefonia,BA,27325
telefonia,CE,3843
telefonia,DF,4457
telefonia,ES,15994
telefonia,GO,8006
telefonia,MA,3875
telefonia,MG,105620
telefonia,MS,1847
telefonia,MT,7550
telefonia,PA,6264
telefonia,PB,1103
telefonia,PE,8333
telefonia,PI,1313
telefonia,PR,29949
telefonia,RJ,98960
telefonia,RN,728
telefonia,RO,1858
telefonia,RR,157
telefonia,RS,41495
telefonia,SC,22223
telefonia,SE,1664
telefonia,SP,209837
telefonia,TO,1075
telefonia_fixa,AL,594
telefonia_fixa,AM,27
telefonia_fixa,AP,104
telefonia_fixa,BA,1366
telefonia_fixa,CE,332
telefonia_fixa,DF,143
telefonia_fixa,ES,2687
telefonia_fixa,GO,161
telefonia_fixa,MA,19
telefonia_fixa,MG,3365
telefonia_fixa,MS,3
telefonia_fixa,PA,122
telefonia_fixa,PB,380
telefonia_fixa,PE,71
telefonia_fixa,PI,118
telefonia_fixa,PR,517
telefonia_fixa,RJ,7530
telefonia_fixa,RS,2813
telefonia_fixa,SC,1977
telefonia_fixa,SE,148
telefonia_fixa,SP,13881
telefonia_fixa,TO,107
utilidades_domesticas,AC,302
utilidades_domesticas,AL,799
utilidades_domesticas,AM,191
utilidades_domesticas,AP,356
utilidades_domesticas,BA,18586
utilidades_domesticas,CE,3452
utilidades_domesticas,DF,6127
utilidades_domesticas,ES,18241
utilidades_domesticas,GO,7774
utilidades_domesticas,MA,1793
utilidades_domesticas,MG,231957
utilidades_domesticas,MS,2920
utilidades_domesticas,MT,7081
utilidades_domesticas,PA,3853
utilidades_domesticas,PB,1789
utilidades_domesticas,PE,5687
utilidades_domesticas,PI,774
utilidades_domesticas,PR,43873
utilidades_domesticas,RJ,232789
utilidades_domesticas,RN,869
utilidades_domesticas,RO,521
utilidades_domesticas,RS,64611
utilidades_domesticas,SC,44246
utilidades_domesticas,SE,669
utilidades_domesticas,SP,430077
utilidades_domesticas,TO,770
